City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Leningradskiy,RU,2020-08-27 10:28:43,69.38,178.42,38.93,94,100,4.27
275,Bani,DO,2020-08-27 10:28:43,18.28,-70.33,80.01,85,22,3.0
276,Sosva,RU,2020-08-27 10:28:43,59.18,61.86,72.37,59,97,8.25
277,Whitehorse,CA,2020-08-27 10:24:34,60.72,-135.05,46.4,70,40,12.75
278,Mungwi,ZM,2020-08-27 10:28:43,-10.17,31.37,89.47,23,66,5.61
279,Svetlyy,RU,2020-08-27 10:28:43,54.67,20.13,68.0,72,40,11.18
280,Sena Madureira,BR,2020-08-27 10:28:43,-9.07,-68.66,68.13,62,0,1.48
281,Bucerias,MX,2020-08-27 10:28:44,20.75,-105.33,77.0,100,80,5.06
282,Santo Tomas,PH,2020-08-27 10:28:44,14.11,121.14,87.01,70,76,14.99
283,Loukhi,RU,2020-08-27 10:28:44,66.08,33.04,48.38,90,100,9.35
284,Longyearbyen,SJ,2020-08-27 10:28:44,78.22,15.64,39.2,73,75,11.41
285,Rabo De Peixe,PT,2020-08-27 10:28:44,37.8,-25.58,75.2,94,40,8.05
286,Karratha,AU,2020-08-27 10:23:56,-20.74,116.85,80.6,48,0,15.01
287,Langres,FR,2020-08-27 10:28:44,47.83,5.33,73.4,49,100,6.93
288,Japura,ID,2020-08-27 10:28:44,-0.32,102.35,88.21,54,41,2.64
289,Mount Pleasant,US,2020-08-27 10:28:44,32.79,-79.86,77.0,100,20,2.37
290,Sao Joao Da Barra,BR,2020-08-27 10:24:54,-21.64,-41.05,68.0,88,75,2.24
291,Verkhoyansk,RU,2020-08-27 10:28:45,67.54,133.38,51.71,43,35,6.4
292,Simao,CN,2020-08-27 10:28:45,22.79,100.97,84.15,51,0,2.59
293,Belmonte,BR,2020-08-27 10:28:45,-15.86,-38.88,66.2,82,40,9.17
294,Burgeo,CA,2020-08-27 10:28:45,47.62,-57.62,56.03,66,16,21.88
295,Kenora,CA,2020-08-27 10:28:45,49.82,-94.43,55.4,100,40,6.93
296,Terney,RU,2020-08-27 10:28:45,45.05,136.61,67.96,85,78,2.51
297,Virginia Beach,US,2020-08-27 10:26:38,36.85,-75.98,75.99,73,1,6.93
298,Mikhaylovka,RU,2020-08-27 10:28:45,50.06,43.24,86.0,39,0,8.99
299,Victoriaville,CA,2020-08-27 10:26:23,46.05,-71.97,43.0,93,1,4.18
300,Saint George,US,2020-08-27 10:28:46,37.1,-113.58,82.99,24,1,6.93
301,Lara,AU,2020-08-27 10:28:46,-38.02,144.4,48.2,100,75,18.34
302,Torbat-E Jam,IR,2020-08-27 10:28:46,35.24,60.62,80.89,16,0,21.52
303,Almonte,ES,2020-08-27 10:28:46,37.26,-6.52,91.99,33,0,3.71
304,Marawi,PH,2020-08-27 10:28:46,8.0,124.29,71.82,90,100,4.54
305,Asyut,EG,2020-08-27 10:28:46,27.18,31.18,93.2,34,0,10.29
306,Tomigusuku,JP,2020-08-27 10:28:46,26.18,127.67,82.4,83,75,12.75
307,Severo-Kurilsk,RU,2020-08-27 10:28:47,50.68,156.12,50.92,86,88,14.92
308,Aguas Formosas,BR,2020-08-27 10:28:47,-17.08,-40.94,63.59,83,25,1.52
309,Makubetsu,JP,2020-08-27 10:28:47,45.37,141.82,69.8,100,90,5.82
310,Birur,IN,2020-08-27 10:28:47,13.62,75.97,82.24,52,100,11.59
311,Nioro,GM,2020-08-27 10:28:47,13.35,-15.75,77.4,90,100,4.27
312,Samfya,ZM,2020-08-27 10:28:47,-11.36,29.56,87.42,27,71,4.68
313,Rosetta,EG,2020-08-27 10:28:47,31.4,30.42,86.0,58,40,11.41
314,Lorengau,PG,2020-08-27 10:28:47,-2.02,147.27,81.45,80,32,7.92
315,Chumikan,RU,2020-08-27 10:28:48,54.72,135.31,53.33,92,71,4.81
316,Hervey Bay,AU,2020-08-27 10:28:26,-25.3,152.85,60.01,67,1,3.36
317,Tunceli,TR,2020-08-27 10:28:48,39.11,39.55,93.2,16,0,3.36
318,Kalabo,ZM,2020-08-27 10:28:48,-14.97,22.68,92.41,12,70,7.9
319,Yulara,AU,2020-08-27 10:28:48,-25.24,130.99,78.8,15,0,6.93
320,Bandar-E Anzali,IR,2020-08-27 10:28:48,37.47,49.46,82.4,54,40,6.93
321,La Union,PE,2020-08-27 10:28:48,-5.4,-80.75,59.58,88,22,5.82
322,Kaohsiung,TW,2020-08-27 10:28:48,22.62,120.31,77.0,100,75,8.05
323,Narsaq,GL,2020-08-27 10:28:49,60.92,-46.05,44.6,75,75,4.7
324,Bandarbeyla,SO,2020-08-27 10:28:49,9.49,50.81,90.07,46,90,27.76
325,Broken Hill,AU,2020-08-27 10:28:49,-31.95,141.43,59.0,26,0,6.93
326,Placerville,US,2020-08-27 10:25:27,38.73,-120.8,68.0,56,75,6.93
327,Anadyr,RU,2020-08-27 10:28:49,64.75,177.48,44.6,87,40,6.71
328,Ust-Kuyga,RU,2020-08-27 10:28:49,70.02,135.6,48.65,52,0,4.45
329,Zhuzhou,CN,2020-08-27 10:28:13,27.83,113.15,93.2,46,0,6.71
330,Huilong,CN,2020-08-27 10:28:49,31.81,121.66,88.0,93,48,6.29
331,Mirnyy,RU,2020-08-27 10:28:50,62.54,113.96,64.4,25,31,8.95
332,Mustafakemalpasa,TR,2020-08-27 10:28:50,40.04,28.41,86.0,65,20,12.75
333,Montorio Al Vomano,IT,2020-08-27 10:28:50,42.58,13.64,88.0,13,0,5.99
334,Pinotepa Nacional,MX,2020-08-27 10:28:50,16.32,-98.02,71.46,96,100,2.01
335,Puerto Quijarro,BO,2020-08-27 10:28:50,-17.78,-57.77,75.25,47,0,0.6
336,Horsham,GB,2020-08-27 10:24:45,51.06,-0.33,64.99,68,75,8.05
337,Kandrian,PG,2020-08-27 10:28:50,-6.22,149.55,78.71,86,67,14.47
338,Ovsyanka,RU,2020-08-27 10:28:50,55.96,92.55,64.4,59,86,6.71
339,Kingisepp,RU,2020-08-27 10:28:51,59.37,28.61,53.15,94,100,7.07
340,Nishihara,JP,2020-08-27 10:28:51,26.18,127.76,82.4,78,90,10.29
341,Tay Ninh,VN,2020-08-27 10:28:51,11.3,106.1,92.26,57,100,2.64
342,Mugan,CN,2020-08-27 10:28:51,35.94,101.38,79.05,28,7,9.33
343,Lieksa,FI,2020-08-27 10:28:47,63.32,30.02,56.75,65,23,6.13
344,Halifax,CA,2020-08-27 10:28:51,44.65,-63.57,55.0,62,20,13.87
345,Kulhudhuffushi,MV,2020-08-27 10:28:51,6.62,73.07,83.05,72,85,16.2
346,Kupang,ID,2020-08-27 10:28:52,-10.17,123.58,80.6,51,20,19.46
347,Mount Gambier,AU,2020-08-27 10:28:52,-37.83,140.77,44.6,87,43,8.05
348,Kattivakkam,IN,2020-08-27 10:28:52,13.22,80.32,96.8,47,75,4.7
349,Pittsburg,US,2020-08-27 10:28:52,38.03,-121.88,61.0,82,1,12.75
350,Port Hedland,AU,2020-08-27 10:28:52,-20.32,118.57,80.6,44,0,9.17
351,Thinadhoo,MV,2020-08-27 10:28:52,0.53,72.93,84.07,71,61,11.18
352,Saint-Augustin,CA,2020-08-27 10:27:33,51.23,-58.65,52.29,72,34,16.53
353,Kieta,PG,2020-08-27 10:28:52,-6.22,155.63,79.83,78,97,7.43
354,Seydi,TM,2020-08-27 10:28:52,39.48,62.91,89.26,15,0,13.27
355,Shahr-E Kord,IR,2020-08-27 10:28:53,32.33,50.86,84.2,17,20,6.93
356,Fort Nelson,CA,2020-08-27 10:28:53,58.81,-122.7,50.0,93,75,2.24
357,Bedele,ET,2020-08-27 10:28:53,8.46,36.35,68.79,89,16,2.62
358,Millinocket,US,2020-08-27 10:28:53,45.66,-68.71,51.8,53,1,10.29
359,Bakchar,RU,2020-08-27 10:28:53,57.02,82.07,66.52,58,87,2.73
360,Huntington,US,2020-08-27 10:28:53,38.42,-82.45,72.0,94,1,4.32
361,Deputatskiy,RU,2020-08-27 10:28:53,69.3,139.9,39.47,73,9,9.15
362,Balkhash,KZ,2020-08-27 10:28:53,46.84,74.98,78.8,27,100,17.9
363,Tupiza,BO,2020-08-27 10:28:54,-21.45,-65.72,44.13,49,64,5.97
364,Ossora,RU,2020-08-27 10:28:54,59.24,163.07,48.6,80,100,11.54
365,Zvishavane,ZW,2020-08-27 10:28:54,-20.33,30.07,78.37,39,46,10.45
366,Vao,NC,2020-08-27 10:28:54,-22.67,167.48,67.05,71,11,20.47
367,Pochutla,MX,2020-08-27 10:28:54,15.74,-96.47,73.0,90,100,3.78
368,Zhigansk,RU,2020-08-27 10:28:54,66.77,123.37,54.88,50,76,4.18
369,Medvedka,RU,2020-08-27 10:28:54,61.16,46.39,66.34,57,51,8.05
370,Codrington,AU,2020-08-27 10:28:55,-38.27,141.97,48.22,61,45,16.89
371,Matagami,CA,2020-08-27 10:28:55,49.75,-77.63,35.6,100,90,3.04
372,Iracoubo,GF,2020-08-27 10:28:55,5.48,-53.2,77.72,87,6,1.03
373,Paita,PE,2020-08-27 10:28:55,-5.09,-81.11,59.81,88,35,9.84
374,College,US,2020-08-27 10:28:55,64.86,-147.8,53.6,87,75,3.36
375,Bambous Virieux,MU,2020-08-27 10:28:55,-20.34,57.76,77.0,61,40,14.99
376,Kolondieba,ML,2020-08-27 10:28:55,11.09,-6.89,78.75,82,79,7.18
377,Mbanza-Ngungu,CD,2020-08-27 10:28:56,-5.25,14.87,83.12,50,80,7.23
378,Alta Floresta,BR,2020-08-27 10:28:56,-9.88,-56.09,69.78,87,93,2.44
379,Talcahuano,CL,2020-08-27 10:28:56,-36.72,-73.12,42.8,100,57,2.24
380,Itarema,BR,2020-08-27 10:28:56,-2.92,-39.92,78.82,69,99,15.26
381,Batagay,RU,2020-08-27 10:28:56,67.63,134.63,48.07,51,61,3.49
382,Fukue,JP,2020-08-27 10:28:56,32.69,128.84,80.6,94,75,10.29
383,Catamarca,AR,2020-08-27 10:27:42,-28.47,-65.79,53.01,69,0,6.04
384,Bubaque,GW,2020-08-27 10:28:56,11.28,-15.83,80.44,79,98,10.33
385,Saint-Pierre,RE,2020-08-27 10:28:57,-21.34,55.48,80.6,47,27,9.17
386,Flin Flon,CA,2020-08-27 10:28:57,54.77,-101.86,52.65,79,49,4.5
387,Olinda,BR,2020-08-27 10:28:57,-8.01,-34.86,73.4,73,40,5.82
388,North Bend,US,2020-08-27 10:25:49,43.41,-124.22,55.0,100,40,4.7
389,Orshanka,RU,2020-08-27 10:28:57,56.92,47.89,70.54,60,77,6.67
390,Arshan,RU,2020-08-27 10:28:57,46.27,44.22,87.8,23,79,4.47
391,The Valley,AI,2020-08-27 10:28:57,18.22,-63.06,84.2,79,40,10.29
392,Luanda,AO,2020-08-27 10:28:58,-8.84,13.23,77.0,73,75,9.17
393,Sulangan,PH,2020-08-27 10:28:58,11.14,123.72,86.77,65,55,3.96
394,Shubarshi,KZ,2020-08-27 10:28:58,48.59,57.19,88.23,17,2,3.94
395,San Patricio,MX,2020-08-27 10:28:58,19.22,-104.7,76.75,85,85,6.4
396,Hovd,MN,2020-08-27 10:28:58,48.01,91.64,62.94,31,92,6.69
397,Tabuk,PH,2020-08-27 10:24:21,17.42,121.44,82.69,72,100,2.66
398,Wanning,CN,2020-08-27 10:28:59,18.8,110.4,83.43,80,100,2.42
399,Omboue,GA,2020-08-27 10:28:59,-1.57,9.26,80.87,69,36,10.18
400,Hambantota,LK,2020-08-27 10:28:59,6.12,81.12,89.6,62,75,14.99
401,Saldanha,ZA,2020-08-27 10:28:59,-33.01,17.94,62.6,67,2,13.87
402,Nynashamn,SE,2020-08-27 10:28:59,58.9,17.95,68.0,42,40,11.41
403,Iquique,CL,2020-08-27 10:29:00,-20.22,-70.14,60.8,72,90,4.7
404,San Quintin,MX,2020-08-27 10:29:00,30.48,-115.95,70.93,81,0,10.71
405,Port-Cartier,CA,2020-08-27 10:29:00,50.03,-66.87,53.01,71,75,14.99
406,Khawhai,IN,2020-08-27 10:29:00,23.37,93.12,70.12,100,63,2.08
407,Newtownards,GB,2020-08-27 10:29:01,54.59,-5.69,57.0,93,100,2.24
408,Dovolnoye,RU,2020-08-27 10:29:01,54.5,79.67,68.41,66,91,7.56
409,Port Moresby,PG,2020-08-27 10:29:01,-9.44,147.18,76.32,87,97,18.07
410,Jennings,US,2020-08-27 10:29:01,38.72,-90.26,79.0,83,75,4.7
411,Namatanai,PG,2020-08-27 10:29:02,-3.67,152.43,80.37,79,52,7.07
412,San Cristobal,VE,2020-08-27 10:29:02,7.77,-72.22,63.41,83,46,2.71
413,Changji,CN,2020-08-27 10:29:02,44.02,87.32,80.01,29,26,13.42
414,Leua,SK,2020-08-27 10:29:02,48.22,18.61,75.99,49,46,14.0
415,Oranjemund,NA,2020-08-27 10:29:02,-28.55,16.43,58.66,73,99,8.66
416,Bilibino,RU,2020-08-27 10:29:02,68.05,166.44,40.75,88,100,2.89
417,Sturgis,US,2020-08-27 10:29:03,41.8,-85.42,73.4,94,90,4.7
418,Brownwood,US,2020-08-27 10:27:58,31.71,-98.99,71.6,88,90,5.14
419,Camargo,MX,2020-08-27 10:29:03,27.67,-105.17,72.32,53,22,1.43
420,Ketchikan,US,2020-08-27 10:29:03,55.34,-131.65,53.6,100,90,2.98
421,Maracaju,BR,2020-08-27 10:29:03,-21.61,-55.17,62.33,61,0,5.1
422,Kavaratti,IN,2020-08-27 10:29:03,10.57,72.64,82.44,73,100,13.4
423,Kirensk,RU,2020-08-27 10:29:03,57.79,108.11,75.24,37,1,5.17
424,Carballo,ES,2020-08-27 10:29:03,43.21,-8.69,71.6,88,75,3.36
425,Flinders,AU,2020-08-27 10:29:04,-34.58,150.86,59.0,57,1,3.0
426,Katsuura,JP,2020-08-27 10:29:04,35.13,140.3,86.0,76,3,1.01
427,Northam,GB,2020-08-27 10:29:04,51.03,-4.22,55.99,95,75,5.01
428,Kantang,TH,2020-08-27 10:29:04,7.41,99.52,87.8,70,20,9.17
429,Novobirilyussy,RU,2020-08-27 10:29:04,56.95,90.67,60.19,87,95,5.32
430,Kabwe,ZM,2020-08-27 10:29:04,-14.45,28.45,89.29,19,59,6.38
431,Pinega,RU,2020-08-27 10:29:05,64.7,43.39,55.99,71,90,9.91
432,Jumla,NP,2020-08-27 10:29:05,29.27,82.18,78.01,95,62,4.38
433,Thunder Bay,CA,2020-08-27 10:25:06,48.4,-89.32,64.0,100,75,4.7
434,Odienne,CI,2020-08-27 10:29:05,9.51,-7.57,73.22,93,97,2.84
435,Dauphin,CA,2020-08-27 10:29:05,51.15,-100.05,48.2,100,1,5.82
436,Bombay,IN,2020-08-27 10:28:43,19.01,72.85,87.8,74,75,9.17
437,Viking,CA,2020-08-27 10:29:05,53.1,-111.77,54.0,78,93,5.99
438,Cayenne,GF,2020-08-27 10:27:46,4.93,-52.33,75.2,100,20,1.43
439,Burns Lake,CA,2020-08-27 10:29:06,54.23,-125.75,41.31,90,1,1.61
440,Saint-Pierre-Des-Corps,FR,2020-08-27 10:29:06,47.38,0.73,69.8,60,100,10.29
441,Iqaluit,CA,2020-08-27 10:29:06,63.75,-68.51,42.8,87,75,3.36
442,Inverell,AU,2020-08-27 10:29:06,-29.78,151.12,48.99,75,6,2.04
443,Snezhnogorsk,RU,2020-08-27 10:29:06,69.19,33.25,50.0,93,75,8.95
444,Troitskoye,RU,2020-08-27 10:29:07,52.98,84.68,74.8,47,17,7.56
445,Nuuk,GL,2020-08-27 10:29:07,64.18,-51.72,41.0,93,75,2.24
446,Vardo,NO,2020-08-27 10:29:07,70.37,31.11,48.2,76,75,29.97
447,Havre-Saint-Pierre,CA,2020-08-27 10:29:07,50.23,-63.6,44.6,100,90,5.82
448,Avera,US,2020-08-27 10:29:07,33.19,-82.53,71.6,92,1,3.36
449,Nhulunbuy,AU,2020-08-27 10:29:07,-12.23,136.77,75.2,78,1,10.29
450,Garissa,KE,2020-08-27 10:29:08,-0.45,39.64,89.96,37,55,18.75
451,Katoro,TZ,2020-08-27 10:29:08,-3.02,31.9,91.06,20,0,6.2
452,Joshimath,IN,2020-08-27 10:29:08,30.57,79.57,74.1,53,68,6.29
453,Bitung,ID,2020-08-27 10:29:08,1.45,125.18,82.4,78,20,3.36
454,Kudahuvadhoo,MV,2020-08-27 10:29:08,2.67,72.89,83.84,70,12,14.9
455,Khandyga,RU,2020-08-27 10:29:08,62.67,135.6,52.48,52,0,4.36
456,Namibe,AO,2020-08-27 10:29:08,-15.2,12.15,66.2,77,90,4.7
457,Lerwick,GB,2020-08-27 10:29:08,60.15,-1.15,51.8,93,75,6.93
458,Vila Velha,BR,2020-08-27 10:27:40,-20.33,-40.29,69.8,83,75,5.82
459,Hasaki,JP,2020-08-27 10:28:21,35.73,140.83,82.0,88,20,4.7
460,Abbeville,FR,2020-08-27 10:29:09,50.1,1.83,66.99,68,40,10.29
461,Hammerfest,NO,2020-08-27 10:29:09,70.66,23.68,46.4,87,75,25.28
462,Mastic Beach,US,2020-08-27 10:29:09,40.77,-72.85,68.0,72,90,2.77
463,Abu Samrah,SY,2020-08-27 10:29:09,35.3,37.18,93.79,21,0,8.68
464,Kasongo-Lunda,CD,2020-08-27 10:29:09,-6.47,16.82,92.55,41,95,3.06
465,Manoel Urbano,BR,2020-08-27 10:29:09,-8.84,-69.26,68.07,63,0,1.81
466,Cascais,PT,2020-08-27 10:29:10,38.7,-9.42,75.99,73,20,16.11
467,Grand Gaube,MU,2020-08-27 10:29:10,-20.01,57.66,77.0,65,1,11.01
468,Suleja,NG,2020-08-27 10:24:16,9.18,7.18,80.6,78,40,2.24
469,Calbuco,CL,2020-08-27 10:29:10,-41.77,-73.13,44.6,100,90,8.16
470,Miraflores,MX,2020-08-27 10:29:10,19.22,-98.81,60.8,77,75,11.41
471,Ust-Koksa,RU,2020-08-27 10:29:11,50.27,85.61,64.36,46,100,1.79
472,Gainesville,US,2020-08-27 10:28:59,29.65,-82.32,77.0,100,1,3.36
473,Balkanabat,TM,2020-08-27 10:29:11,39.51,54.37,92.48,12,0,16.51
474,Sola,VU,2020-08-27 10:29:11,-13.88,167.55,82.4,83,75,6.93
475,Kautokeino,NO,2020-08-27 10:29:11,69.01,23.04,48.09,56,52,12.35
476,Kamenka,RU,2020-08-27 10:29:12,51.32,42.77,83.53,29,8,9.28
477,Kaitangata,NZ,2020-08-27 10:29:12,-46.28,169.85,42.01,84,59,4.74
478,Neiafu,TO,2020-08-27 10:29:12,-18.65,-173.98,75.99,75,0,16.64
479,Arona,ES,2020-08-27 10:29:12,28.1,-16.68,80.6,74,9,4.7
480,Oistins,BB,2020-08-27 10:29:12,13.07,-59.53,82.4,78,40,19.46
481,Bowling Green,US,2020-08-27 10:25:07,36.99,-86.44,75.2,83,1,4.56
482,Mandalgovi,MN,2020-08-27 10:29:13,45.76,106.27,62.58,41,59,13.69
483,Shimoda,JP,2020-08-27 10:29:13,34.67,138.95,75.99,95,5,1.01
484,Albertville,US,2020-08-27 10:29:13,34.27,-86.21,75.0,94,1,3.36
485,Goderich,CA,2020-08-27 10:29:13,43.75,-81.72,77.0,87,33,1.01
486,Livingston,GB,2020-08-27 10:29:13,55.9,-3.52,55.99,100,20,8.05
487,Bantou,CN,2020-08-27 10:29:14,26.22,117.49,76.12,89,98,1.41
488,Tazovskiy,RU,2020-08-27 10:29:14,67.47,78.7,60.51,68,10,8.55
489,Mwanza,TZ,2020-08-27 10:29:14,-2.52,32.9,82.4,39,20,11.41
490,Ereymentau,KZ,2020-08-27 10:29:14,51.62,73.1,66.45,57,27,20.11
491,West Wendover,US,2020-08-27 10:29:14,40.74,-114.07,69.8,40,1,3.36
492,Shenkursk,RU,2020-08-27 10:29:15,62.11,42.9,64.78,49,99,7.05
493,Waslala,NI,2020-08-27 10:29:15,13.23,-85.38,68.67,95,91,1.43
494,Klaksvik,FO,2020-08-27 10:29:15,62.23,-6.59,50.0,87,89,2.24
495,Pangai,TO,2020-08-27 10:29:15,-19.8,-174.35,75.4,71,0,12.97
496,Tamiahua,MX,2020-08-27 10:29:16,21.27,-97.45,77.52,90,91,3.24
497,Zaysan,KZ,2020-08-27 10:29:16,47.47,84.87,72.16,28,100,9.06
498,Biak,ID,2020-08-27 10:29:16,-0.91,122.88,77.9,79,35,8.75
499,Geraldton,AU,2020-08-27 10:29:16,-28.77,114.6,66.2,82,0,8.05
500,Awbari,LY,2020-08-27 10:29:16,26.59,12.78,96.26,17,0,10.89
501,Namsos,NO,2020-08-27 10:28:01,64.47,11.5,53.6,76,75,5.82
502,Los Llanos De Aridane,ES,2020-08-27 10:29:16,28.66,-17.92,78.8,83,10,13.87
503,Kavieng,PG,2020-08-27 10:29:17,-2.57,150.8,82.62,72,100,3.83
504,Labuhan,ID,2020-08-27 10:29:17,-6.88,112.21,81.82,68,62,13.42
505,Pacific Grove,US,2020-08-27 10:27:01,36.62,-121.92,59.0,82,90,8.05
506,Taksimo,RU,2020-08-27 10:24:56,56.34,114.88,67.1,51,39,4.52
507,Puerto Madero,MX,2020-08-27 10:29:17,14.72,-92.42,78.04,83,100,6.8
508,Puro,PH,2020-08-27 10:29:18,12.48,123.38,83.95,76,22,6.33
509,Isabela,PH,2020-08-27 10:29:18,6.71,121.97,84.2,79,75,6.93
510,Ucluelet,CA,2020-08-27 10:29:18,48.93,-125.55,53.01,91,0,5.44
511,Baruun-Urt,MN,2020-08-27 10:29:18,46.68,113.28,76.41,49,19,7.74
512,Georgiyevka,KZ,2020-08-27 10:29:18,43.04,74.71,66.2,59,75,6.71
513,Alyangula,AU,2020-08-27 10:29:18,-13.85,136.42,75.2,69,0,3.36
514,Estelle,US,2020-08-27 10:29:19,29.85,-90.11,84.2,89,75,21.92
515,Sheksna,RU,2020-08-27 10:29:19,59.21,38.51,64.4,63,40,6.71
516,Ahipara,NZ,2020-08-27 10:29:19,-35.17,173.17,53.26,80,13,12.37
517,Walvis Bay,NA,2020-08-27 10:29:05,-22.96,14.51,64.4,63,75,6.93
518,Coracora,PE,2020-08-27 10:29:19,-15.03,-73.78,39.67,76,1,1.39
519,Werda,BW,2020-08-27 10:29:19,-25.27,23.28,83.03,14,17,14.88
520,Uriu,RO,2020-08-27 10:29:20,47.2,24.05,77.0,38,5,13.87
521,Juneau,US,2020-08-27 10:24:42,58.3,-134.42,53.01,93,90,6.93
522,Salinas,US,2020-08-27 10:24:49,36.68,-121.66,59.0,82,90,8.05
523,Bonga,ET,2020-08-27 10:29:20,7.28,36.23,70.93,80,98,3.02
524,Tessalit,ML,2020-08-27 10:29:20,20.2,1.01,97.68,17,0,6.22
525,Green River,US,2020-08-27 10:29:20,41.53,-109.47,68.0,32,20,6.93
526,Svetlaya,RU,2020-08-27 10:29:20,46.54,138.33,68.52,79,100,3.44
527,Kota Belud,MY,2020-08-27 10:29:21,6.35,116.43,77.0,94,40,5.82
528,Srandakan,ID,2020-08-27 10:29:21,-7.94,110.25,78.96,71,47,16.87
529,Campos Belos,BR,2020-08-27 10:29:21,-13.04,-46.77,59.45,34,36,5.35
530,Huntsville,US,2020-08-27 10:27:18,34.73,-86.59,77.0,100,1,3.94
531,Paldiski,EE,2020-08-27 10:29:21,59.36,24.05,63.0,67,20,11.41
532,Balabac,PH,2020-08-27 10:29:21,7.99,117.06,84.81,71,26,6.62
533,Srednekolymsk,RU,2020-08-27 10:29:22,67.45,153.68,45.54,71,99,5.82
534,Kaka,TM,2020-08-27 10:29:22,37.35,59.61,86.95,16,0,7.16
535,Alofi,NU,2020-08-27 10:29:22,-19.06,-169.92,66.2,93,83,3.36
536,Nantucket,US,2020-08-27 10:29:22,41.28,-70.1,62.6,59,20,4.7
537,Coquimbo,CL,2020-08-27 10:29:22,-29.95,-71.34,44.6,87,0,3.36
538,Okhotsk,RU,2020-08-27 10:29:22,59.38,143.3,52.3,81,100,7.43
539,Sambava,MG,2020-08-27 10:29:23,-14.27,50.17,77.85,59,3,11.05
540,Turukhansk,RU,2020-08-27 10:29:23,65.82,87.98,59.92,79,100,5.46
541,Lichuan,CN,2020-08-27 10:29:23,30.3,108.85,76.57,74,9,3.33
542,Nioki,CD,2020-08-27 10:29:23,-2.72,17.68,71.56,92,100,7.61
543,Sao Jose Da Coroa Grande,BR,2020-08-27 10:29:23,-8.9,-35.15,73.11,71,45,6.13
544,Boksitogorsk,RU,2020-08-27 10:29:23,59.47,33.85,64.67,62,100,5.73
545,Nadym,RU,2020-08-27 10:29:23,65.53,72.52,68.04,51,32,7.23
